# R40.81 DATA-FIELD DANGLING REFS = 153 (CORRECTED from earlier 88 undercount — incomplete field-set missed implementation-singular/parentFolder/tasks/crossRef/refinementOf/coveredRequirements).
# present-unit -> target-unit in NEITHER store (scenario/index NOR the drained data/model-store). Full uuids. Columns: source-uuid<TAB>field<TAB>target-uuid
# OPEN (PO owns the baseline): pre-existing T34.3 stale-ref debris vs migration-introduced loss? Resolve via git-history diff of scenario/index @pre-migration commit.
# DISCRIMINATOR: this count (ALL containment fields, repo-wide) != reconciliation "0 dangling" (that measured dangling WITHIN the migration set only) = DIFFERENT measures, NOT a contradiction/regression.
# by-field: {"parent":46,"parentFolder":8,"implementation":48,"implementations":18,"useCases":15,"crossRef":1,"files":4,"requirements":1,"tasks":5,"children":3,"methods":1,"refinementOf":2,"coveredRequirements":1}
5b6e33b7-a095-4109-a616-e179116651ba	implementation	e8d226f6-d8e2-4a8d-9db9-2edd5bb33bfb
5e58a822-dc43-429b-85e6-9d3091465508	parent	f2c32dc3-269d-41b7-80db-5fa6d786c221
600fa089-c8a4-4977-a89b-504969e78170	useCases	a07def59-1e57-40bc-9b92-7c64b1229516
615ad9dd-12ed-470e-aac6-6a73a48ec69e	implementation	43cc8d76-c20c-4a75-aa7e-0821d716a3c6
62a19849-1c9d-4fd8-ac48-91e5dacbb542	useCases	c7d92925-41ad-4c88-bbf6-8f8478293e8b
635545cd-c483-4cfe-a385-b57fafc768ac	implementation	750f7175-f462-4d6e-9f64-4b86a6c1b7fa
635545cd-c483-4cfe-a385-b57fafc768ac	parent	e4c9c03c-37b3-4fc5-85f2-d34697d6aaa1
66484695-b395-4415-a676-299f67d8318b	implementation	2ddda0aa-abf3-47d9-9ba3-d9a1ad3e80c3
674fc9b0-98de-40e4-8287-54908f979065	implementation	d7ac0a32-520f-41f5-9cf4-ddcab3ff08f8
688c10c8-9aa1-463b-b35a-af08b1bc4e84	implementation	53cb55ce-1f29-4cad-bff9-c0e18fa7cf2e
6d49b8a3-8638-41f4-9335-5db09a55d142	methods	c053a8f7-ffc9-4ee4-8e39-d062c5f810df
71396672-5795-47a9-8074-b314ecfe092d	parent	c518166d-4eb0-4435-8589-5a6a99f434f1
7157724f-4d39-42b5-ad00-9004e3dbf3ec	children	473de57a-45fb-42a2-8f60-72836b746cb5
73ba7577-becc-4c43-be64-26a255872090	parent	87a85986-0ef9-4bcd-bd43-34a5192d0ba0
747f4bab-17c2-4274-9349-b5b9e9478df7	parent	d608bf73-c520-48c3-8b6c-7eaa5cbe31ae
75f0015c-3a04-4946-846b-2553c6c66cd4	parent	a4f056d2-463c-4613-8f3b-d3af2069b26c
7601e257-afe5-4495-a7b5-b4c4bf79c6ce	implementation	be1c5456-ce74-4fb7-a4fe-94639d73e19b
76a00001-0001-4a01-a001-000176010001	parent	5ccce08e-21c7-4a79-b91c-3c870b10603c
7db6bfba-7b4a-499a-b35f-fd750e40ea09	useCases	92660a08-a192-4429-bd8d-6395602af598
801b4eaf-bc40-4826-bab5-b143efd273fd	implementations	8038dc71-1fab-43f2-a3f8-57f26152ac11
804593fc-adba-4087-97fd-471835c2aa40	implementation	21a4e210-6ee6-42f9-9e10-c808cb1a66a4
809321ba-17b0-4779-9544-19754ab98c7c	children	65fe738d-4122-4e30-a090-a1e14a10f1b3
80c16527-a6b6-4b5f-8c94-0d76e838d2b3	parent	d7ef4453-d06e-4b33-99b4-02c216647036
81c44474-9e78-498f-b4ad-0fc43d480432	implementation	13c971e3-a40b-41af-930a-0bc2789dacd2
838bab78-e346-4101-96a0-624a2ead7cde	implementation	7dc0ba61-a392-4854-b3b3-35e2766b2418
851ecd48-adea-4ba9-b5ce-ed6f9cc43c7d	parentFolder	21bf5d05-b37c-4cbc-8e95-0914895e4a91
87a5dffe-54bc-466e-9579-10bd2f02476b	implementation	81567694-3a0a-496e-a8e5-941258d512a5
87e56c4b-b1bd-4369-a011-2e83bb2521b3	implementation	7c7ac4b1-b214-448a-9c01-ba94363395d2
8c296fa6-a726-4dad-b550-47192cb92328	implementation	39921b04-18f1-4eee-8d62-e6e1c699de16
8c296fa6-a726-4dad-b550-47192cb92328	parent	728b821f-71c0-4d72-8503-8d374150abe1
8d7ff56d-d019-48ee-a1b1-dd12ce87b1b3	parentFolder	b45a2428-8ade-4f8e-983a-36c7eea19976
8eef2a80-15d0-4d9e-96bc-3678d8f36ba3	parent	21595663-2b5b-4eca-a954-7bb3e48b4d73
8ff0accb-0b33-4935-8045-86bdf2261d6d	implementation	b2e861b6-9b03-4196-8954-0fcd14bebb08
909f1bd6-1f97-4542-b02b-242cfcc41f5e	files	473de57a-45fb-42a2-8f60-72836b746cb5
909f1bd6-1f97-4542-b02b-242cfcc41f5e	files	65fe738d-4122-4e30-a090-a1e14a10f1b3
909f1bd6-1f97-4542-b02b-242cfcc41f5e	files	d5711c61-aa39-48c0-8aba-6404596f2559
916b8bb0-08ef-4287-98f0-031ddf004723	parent	976147f4-1940-466f-b44d-7d54f5f4c788
9394f330-f3e1-4499-9d20-ee0820c91d23	tasks	51d53769-c7d8-46e4-978c-99bf0af86cbc
963b67a2-488c-4580-b5ba-697537f02754	implementation	27a4ff38-d0ae-4a7b-9a97-060d45fd2e2b
9a0914b8-4158-4b90-a898-c082cff5c737	implementation	39e0ab19-3de9-405b-ac47-1b054db2f63c
9a0914b8-4158-4b90-a898-c082cff5c737	parent	0dd08b2f-30ba-433f-a9de-285065f3fb8e
9a20a3f9-67c6-42e4-bd0a-919f92e79217	implementation	79923f04-dd5f-4155-8c49-3e61365726f1
9d5369a9-17af-4884-bfdd-f981450f3852	parent	4dfd37fd-d30f-4ec1-af8c-2647ff865ba7
a2f83b59-5943-462e-b70e-bf6429ea1b90	parent	a870b070-743f-48a3-ab77-f8483c2d8b59
a4271cb8-467d-4004-8e41-c5fe972fb3a8	implementation	d608bf73-c520-48c3-8b6c-7eaa5cbe31ae
a8c7258b-e96d-45d8-aad3-24c2a6840d5a	implementation	93583612-eed1-475c-a464-05ba047a8e68
aba97062-537a-4442-805a-6e41e7705ade	parent	e1983179-5f03-4265-954e-8f004a358af7
acbfe6e7-cb3f-4845-82c9-e749cbd7d1ff	useCases	c0a58546-449d-450b-84b0-6aab67e65b2d
ad977999-b747-4527-95b6-29bac8deae1c	useCases	38ef2453-4746-449c-af3f-4e0a382e81e3
aed37375-3dfb-4434-81b0-f5ec7bbad7de	implementation	8af72680-6d5b-482b-bbea-1740cd425293
b05666be-d5c7-48f3-8ea4-adaace612d14	useCases	d5fcbfdd-e6d3-4d82-9f24-828ee9a3da62
b0e09fb1-8392-49fb-b398-24eac95c1b3c	implementation	43e55219-7f80-46e4-b8dc-083cf9696316
b169e69b-3f00-43bd-b759-f12243a617ea	tasks	eff42eff-f5a4-4b19-80b7-1a89c8ab06cf
b55fe0f5-816c-4c48-bb43-9f7e8918e7c8	useCases	94693864-cd99-4340-b8cc-040e85fcfb6c
b748b4f1-44dd-480a-8e6c-45d9cb0e5ea3	refinementOf	d3416a23-f2f2-4d04-8eee-a2f3ba0cd12a
b774751d-5094-478b-b659-ec6e569d25bf	parent	d55124c4-0de0-45bc-9fb8-8375cad61de7
b8c7fe29-b6bb-43bb-abe7-f985ad60eaf7	useCases	3778ccc7-64bb-4de7-b0ee-b103f8a510cc
ba9ffcd6-f8ae-49db-ba78-61c72e496226	parent	e98f9217-1b1e-4f92-b566-408a7b7eb87d
bb21076a-3f56-4d58-adfc-e0fc7ee20bed	implementations	8c1f2f29-c4db-4464-bb62-12405c274ce2
bb27178a-10d8-485f-a865-c9dd6a8c0909	implementations	2de1a16e-0265-4f43-a3ef-b93f62525771
bbf94471-90bf-48d5-bb69-4a3f0dc3bddd	implementations	ae217ea7-c1ad-41f4-9ef5-33dd21e9c7da
bfd84a15-67ca-4b1b-a76a-716ed18b7c2e	parent	dc3a706d-9ea7-4baa-93f5-e7ec3f1d0fa0
c01ecb88-df02-4ed7-9670-2b05e129056a	implementation	dfd7e323-914e-4478-a571-83c3cb08a551
